"Year","Season","Reg No","Name","Tattoo","CED","CED Acc","BW","BW Acc","WW","WW Acc","YW","YW Acc","Milk","Milk Acc","Total Maternal","Growth Idx"
"2024","20240808","1T94634","ARTESIAN C027116103","6103","-3.061","0.071","1.56","0.054","44.099","0.049","80.073","0.008","23.567","0.038","45.6165","80.263"
"2024","20240808","1T94689","ARTESIAN C027116157","6157","-6.22","0.123","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T94734","ARTESIAN C027116202","6202","-6.22","0.123","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T94630","ARTESIAN C027116099","6099","-5.854","0.114","1.465","0.078","43.067","0.052","78.627","0.01","25.212","0.041","46.7455","74.453"
"2024","20240808","1T94557","ARTESIAN C027116024","6024","-4.536","0.171","1.472","0.083","43.82","0.067","79.803","0.011","25.37","0.051","47.28","78.749"
"2024","20240808","1T94647","ARTESIAN C027116116","6116","-3.061","0.071","1.56","0.054","44.099","0.049","80.073","0.008","23.567","0.038","45.6165","80.263"
"2024","20240808","1T94542","ARTESIAN C027116008","6223","1.759","0.186","0.149","0.081","47.262","0.06","84.208","0.01","25.92","0.042","49.551003","86.447"
"2024","20240808","1T94702","ARTESIAN C027116170","6226","0.236","0.093","0.154","0.077","39.82","0.055","75.27","0.009","26.583","0.042","46.493","89.834"
"2024","20240808","1T94568","ARTESIAN C027116036","6036","0.759","0.177","0.384","0.081","46.94","0.059","83.453","0.01","23.529","0.042","46.999","83.066"
"2024","20240808","1T94733","ARTESIAN C027116201","6201","-6.22","0.123","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T94625","ARTESIAN C027116094","6094","-0.483","0.127","0.9","0.089","41.103","0.061","76.96","0.01","26.9","0.041","47.4515","87.97"
"2024","20240808","1T94623","ARTESIAN C027116092","6092","0.236","0.093","0.154","0.077","39.82","0.055","75.27","0.009","26.583","0.042","46.493","89.834"
"2024","20240808","1T94586","ARTESIAN C027116054","6054","-5.556","0.108","3.631","0.083","49.272","0.069","87.738","0.012","28.029","0.045","52.665","86.99"
"2024","20240808","1T110173","7250","7250","0.722","0.188","0.149","0.081","47.262","0.06","84.208","0.01","25.92","0.042","49.551003","86.447"
"2024","20240808","1T110293","7103","7103","-3.731","0.19","2.326","0.077","46.362","0.054","83.911","0.011","26.237","0.037","49.418","91.556"
"2024","20240808","1T110241","7104","7104","-3.731","0.19","2.326","0.077","46.362","0.054","83.911","0.011","26.237","0.037","49.418","91.556"
"2024","20240808","1T110226","7114","7114","-3.731","0.19","2.326","0.077","46.362","0.054","83.911","0.011","26.237","0.037","49.418","91.556"
"2024","20240808","1T110280","7065","7065","-6.118","0.195","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T110284","7070","7070","-6.118","0.195","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T110124","7235","7235","-5.014","0.188","2.121","0.076","41.839","0.051","77.366","0.009","27.296","0.039","48.2155","72.536"
"2024","20240808","1T110215","7236","7236","-6.118","0.195","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T110115","7237","7237","0.664","0.188","0.149","0.081","47.262","0.06","84.208","0.01","25.92","0.042","49.551003","86.447"
"2024","20240808","1T110168","7240","7240","-2.814","0.17","2.064","0.079","45.212","0.056","81.285","0.011","24.341","0.046","46.947","73.591"
"2024","20240808","1T110142","7247","7247","-12.914","0.195","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T110197","7249","7249","-6.118","0.195","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T110198","7254","7254","0.646","0.188","0.149","0.081","47.262","0.06","84.208","0.01","25.92","0.042","49.551003","86.447"
"2024","20240808","1T110222","7255","7255","-6.118","0.195","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T110161","7258","7258","-6.001","0.194","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T110169","7261","7261","-2.814","0.17","2.064","0.079","45.212","0.056","81.285","0.011","24.341","0.046","46.947","73.591"
"2024","20240808","1T110179","7262","7262","-2.814","0.17","2.064","0.079","45.212","0.056","81.285","0.011","24.341","0.046","46.947","73.591"
"2024","20240808","1T110237","7269","7269","-6.118","0.195","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T110225","7271","7271","-6.118","0.195","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T110275","6230","6230","-6.152","0.19","2.544","0.082","46.818","0.065","84.155","0.015","25.414","0.05","48.822998","86.189"
"2024","20240808","1T110262","7147","7147","-5.402","0.186","1.69","0.076","43.625","0.045","79.223","0.008","25.834","0.028","47.6465","70.594"
"2024","20240808","1T110136","7148","7148","-6.126","0.19","2.544","0.082","46.818","0.065","84.155","0.015","25.414","0.05","48.822998","86.189"
"2024","20240808","1T110146","7155","7155","-6.036","0.189","2.544","0.082","46.818","0.065","84.155","0.015","25.414","0.05","48.822998","86.189"
"2024","20240808","1T110273","7220","7220","-5.756","0.187","1.465","0.078","43.067","0.052","78.627","0.01","25.212","0.041","46.7455","74.453"
"2024","20240808","1T110251","7090","7090","-0.457","0.198","0.9","0.089","41.103","0.061","76.96","0.01","26.9","0.041","47.4515","87.97"
"2024","20240808","1T110253","7118","7118","-0.435","0.179","0.384","0.081","46.94","0.059","83.453","0.01","23.529","0.042","46.999","83.066"
"2024","20240808","1T110259","7123","7123","-0.457","0.198","0.9","0.089","41.103","0.061","76.96","0.01","26.9","0.041","47.4515","87.97"
"2024","20240808","1T110266","7201","7201","-5.466","0.183","3.631","0.083","49.272","0.069","87.738","0.012","28.029","0.045","52.665","86.99"
"2024","20240808","1T110269","7211","7211","-5.039","0.188","2.121","0.076","41.839","0.051","77.366","0.009","27.296","0.039","48.2155","72.536"
"2024","20240808","1T110249","7213","7213","-2.302","0.187","1.356","0.088","43.826","0.058","79.483","0.011","23.801","0.036","45.714","75.95"
"2024","20240808","1T110252","7075","7075","-2.302","0.187","1.356","0.088","43.826","0.058","79.483","0.011","23.801","0.036","45.714","75.95"
"2024","20240808","1T110258","7091","7091","-2.302","0.187","1.356","0.088","43.826","0.058","79.483","0.011","23.801","0.036","45.714","75.95"
"2024","20240808","1T110289","7063","7063","-3.628","0.189","2.326","0.077","46.362","0.054","83.911","0.011","26.237","0.037","49.418","91.556"
"2024","20240808","1T110285","7202","7202","-5.466","0.183","3.631","0.083","49.272","0.069","87.738","0.012","28.029","0.045","52.665","86.99"
"2024","20240808","1T110276","7026","7026","-5.039","0.188","2.121","0.076","41.839","0.051","77.366","0.009","27.296","0.039","48.2155","72.536"
"2024","20240808","1T110291","7102","7102","-5.756","0.187","1.465","0.078","43.067","0.052","78.627","0.01","25.212","0.041","46.7455","74.453"
"2024","20240808","1T110288","7054","7054","-2.21","0.187","1.356","0.088","43.826","0.058","79.483","0.011","23.801","0.036","45.714","75.95"
"2024","20240808","1T110292","7064","7064","-13.06","0.195","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T110290","7101","7101","-5.756","0.187","1.465","0.078","43.067","0.052","78.627","0.01","25.212","0.041","46.7455","74.453"
"2024","20240808","1T110286","7221","7221","-3.731","0.19","2.326","0.077","46.362","0.054","83.911","0.011","26.237","0.037","49.418","91.556"
"2024","20240808","1T110282","7207","7207","-5.039","0.188","2.121","0.076","41.839","0.051","77.366","0.009","27.296","0.039","48.2155","72.536"
"2024","20240808","1T110277","7212","7212","0.256","0.171","0.154","0.077","39.82","0.055","75.27","0.009","26.583","0.042","46.493","89.834"
"2024","20240808","1T110278","7238","7238","-2.302","0.187","1.356","0.088","43.826","0.058","79.483","0.011","23.801","0.036","45.714","75.95"
"2024","20240808","1T124662","7309","7309","-5.854","0.114","1.465","0.078","43.067","0.052","78.627","0.01","25.212","0.041","46.7455","74.453"
"2024","20240808","1T124658","7310","7310","-5.493","0.112","1.69","0.076","43.625","0.045","79.223","0.008","25.834","0.028","47.6465","70.594"
"2024","20240808","1T124657","7315","7315","-5.493","0.112","1.69","0.076","43.625","0.045","79.223","0.008","25.834","0.028","47.6465","70.594"
"2024","20240808","1T124656","7316","7316","-2.967","0.092","2.064","0.079","45.212","0.056","81.285","0.011","24.341","0.046","46.947","73.591"
"2024","20240808","1T124660","7320","7320","-5.493","0.112","1.69","0.076","43.625","0.045","79.223","0.008","25.834","0.028","47.6465","70.594"
"2024","20240808","1T124665","7312","7312","-6.22","0.123","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T209790","ARTESIAN 0192","0192","-0.483","0.127","0.9","0.089","41.103","0.061","76.96","0.01","26.9","0.041","47.4515","87.97"
"2024","20240808","1T209814","ARTESIAN 0216","0216","-0.483","0.127","0.9","0.089","41.103","0.061","76.96","0.01","26.9","0.041","47.4515","87.97"
"2024","20240808","1T209826","ARTESIAN 0228","0228","-5.854","0.114","1.465","0.078","43.067","0.052","78.627","0.01","25.212","0.041","46.7455","74.453"
"2024","20240808","1T209858","ARTESIAN 0267","0267","-5.854","0.114","1.465","0.078","43.067","0.052","78.627","0.01","25.212","0.041","46.7455","74.453"
"2024","20240808","AF178228","0A15","0A15","0.759","0.174","2.314","0.317","37.146","0.138","70.941","0.025","21.209","0.088","39.781998","70.921"
"2024","20240808","1T217779","ARTESIAN CATTLE 1078","1078","-0.483","0.127","0.9","0.089","41.103","0.061","76.96","0.01","26.9","0.041","47.4515","87.97"
"2024","20240808","1T217821","ARTESIAN CATTLE 1120","1120","-5.127","0.114","2.121","0.076","41.839","0.051","77.366","0.009","27.296","0.039","48.2155","72.536"
"2024","20240808","AF149","HEARTBRAND S0928J","S0928J","7.185","0.439","0.456","0.727","14.269","0.538","41.283","0.094","27.378","0.364","34.5125","41.121"
"2024","20240808","AF6971","HEARTBRAND JOE S5394S","S5394S","-0.485","0.767","4.116","0.887","55.146","0.791","95.391","0.149","25.866","0.596","53.439","96.317"
"2024","20240808","AF17907","HEARTBRAND 9827Y","9827Y","9.263","0.368","-1.888","0.508","28.842","0.354","60.183","0.089","26.132","0.254","40.553","70.813"
"2024","20240808","AF3354","HEARTBRAND S3036R","S3036R","4.723","0.361","0.07","0.572","31.096","0.394","62.743","0.075","26.123","0.273","41.670998","58.061"
"2024","20240808","AF6908","HEARTBRAND S0006L","S0006L","-1.578","0.401","3.688","0.525","41.19","0.441","75.896","0.076","22.756","0.324","43.350998","61.386"
"2024","20240808","AF237","HEARTBRAND T0946L","T0946L","-1.456","0.422","4.638","0.69","48.595","0.513","86.231","0.111","24.87","0.381","49.167503","75.809"
"2024","20240808","AF419","HEARTBRAND T0166M","T0166M","3.35","0.307","-0.054","0.438","25.376","0.315","55.479","0.081","20.254","0.289","32.942","65.544"
"2024","20240808","AF309","HEARTBRAND B0054M","B0054M","2.212","0.342","1.839","0.544","28.04","0.383","58.836","0.07","20.292","0.305","34.312","58.463"
"2024","20240808","AF339","HEARTBRAND B0087M","B0087M","0.596","0.349","1.618","0.62","24.806","0.399","56.369","0.073","27.498","0.284","39.901","74.817"
"2024","20240808","AF995","HEARTBRAND S0741N","S0741N","0.947","0.313","1.495","0.489","28.669","0.363","59.923","0.066","27.364","0.271","41.6985","52.848"
"2024","20240808","AF956","HEARTBRAND T0698N","T0698N","2.127","0.35","1.956","0.471","28.214","0.308","59.28","0.081","22.479","0.242","36.586","58.278"
"2024","20240808","AF3820","HEARTBRAND T3328R","T3328R","0.788","0.301","1.424","0.45","34.857","0.322","67.89","0.082","19.63","0.268","37.0585","73.498"
"2024","20240808","AF3135","HEARTBRAND B2827R","B2827R","4.593","0.338","0.253","0.454","32.968","0.3","65.394","0.058","23.948","0.265","40.432","67.636"
"2024","20240808","AF2573","HEARTBRAND H2312R","H2312R","1.181","0.311","1.162","0.432","35.549","0.32","68.288","0.055","20.718","0.24","38.4925","64.132"
"2024","20240808","AF3415","HEARTBRAND C3086R","C3086R","-1.702","0.398","1.872","0.56","40.612","0.422","78.016","0.079","20.944","0.297","41.25","125.619"
"2024","20240808","AF3022","HEARTBRAND B2728R","B2728R","-3.033","0.364","3.673","0.624","48.075","0.439","85.683","0.078","24.137","0.289","48.1745","83.079"
"2024","20240808","AF3037","HEARTBRAND B2746R","B2746R","-0.323","0.459","4.245","0.713","50.097","0.533","87.725","0.091","19.266","0.346","44.3145","80.988"
"2024","20240808","AF5566","HEARTBRAND S5023S","S5023S","-5.325","0.5","5.906","0.642","45.052","0.45","80.7","0.082","20.991","0.295","43.517","55.66"
"2024","20240808","AF4316","HEARTBRAND T3863S","T3863S","3.179","0.309","1.466","0.382","37.941","0.301","72.861","0.078","26.891","0.271","45.861504","81.853"
"2024","20240808","AF4521","HEARTBRAND H4033S","H4033S","3.971","0.347","0.33","0.489","27.432","0.348","57.681","0.06","19.353","0.272","33.069","59.222"
"2024","20240808","AF4902","HEARTBRAND B4479S","B4479S","-0.027","0.322","3.449","0.547","43.251","0.406","78.799","0.073","20.266","0.283","41.891502","73.735"
"2024","20240808","AF8019","HEARTBRAND V7218U","V7218U","0.312","0.199","1.667","0.187","37.392","0.149","71.327","0.03","23.18","0.127","41.876","71.68"
"2024","20240808","AF9362","HEARTBRAND 8490W","8490W","2.673","0.228","2.882","0.296","37.903","0.226","72.508","0.042","24.996","0.144","43.947502","73.37"
"2024","20240808","AF8942","HEARTBRAND 8549W","8549W","-0.247","0.322","3.997","0.415","36.798","0.299","69.902","0.061","22.319","0.277","40.718002","50.11"
"2024","20240808","EAF128751","BALD RIDGE TAMANINJA","H0019","-1.267","0.195","1.946","0.227","35.889","0.211","70.049","0.063","25.647","0.162","43.5915","76.802"
"2024","20240808","AF34621","HEARTBRAND 1186Z","1186Z","-1.724","0.398","1.184","0.382","36.809","0.278","70.316","0.05","21.94","0.216","40.344498","70.631"
"2024","20240808","AF40258","HEARTBRAND 2426Z","2426Z","8.781","0.302","0.257","0.343","35.656","0.219","70.759","0.044","27.685","0.171","45.513","99.121"
"2024","20240808","AF66995","HEARTBRAND 4820B","4820B","-1.783","0.474","5.222","0.609","56.365","0.49","95.939","0.105","20.24","0.176","48.4225","83.889"
"2024","20240808","AF40828","HEARTBRAND 2455Z ET","2455Z","4.904","0.377","2.368","0.361","39.593","0.226","73.279","0.048","19.882","0.193","39.678497","60.314"
"2024","20240808","AF21900","HEARTBRAND 444Z","444Z","3.981","0.656","1.104","0.781","46.706","0.581","85.598","0.105","30.232","0.285","53.585","113.245"
"2024","20240808","AF30268","HEARTBRAND 989Z","989Z","0.081","0.576","1.594","0.709","42.125","0.491","77.762","0.108","22.656","0.219","43.7185","84.09"
"2024","20240808","AF40810","HEARTBRAND 2421Z","2421Z","3.888","0.658","2.218","0.796","55.9","0.624","96.297","0.103","23.87","0.297","51.82","107.833"
"2024","20240808","AF34651","HEARTBRAND 1177Z","1177Z","12.282","0.512","-1.462","0.372","43.693","0.245","79.126","0.045","23.039","0.178","44.885498","86.027"
"2024","20240808","AF36497","HEARTBRAND 1603Z","1603Z","3.177","0.538","2.892","0.349","41.893","0.217","78.532","0.051","23.674","0.152","44.6205","96.245"
"2024","20240808","AF40212","HEARTBRAND 2451Z","2451Z","10.02","0.604","0.04","0.418","31.377","0.251","64.629","0.049","25.001","0.173","40.6895","89.073"
"2024","20240808","AF28735","TWINWOOD TW0757Z","TW0757Z","-1.847","0.572","2.158","0.246","28.602","0.194","58.083","0.048","22.258","0.126","36.559","26.492"
"2024","20240808","AF40818","HEARTBRAND 2442Z","2442Z","-0.471","0.463","5.502","0.381","47.715","0.288","86.186","0.052","27.258","0.188","51.1155","87.112"
"2024","20240808","AF31519","HEARTBRAND 1118Z","1118Z","10.061","0.439","-0.992","0.372","43.05","0.244","77.616","0.043","18.258","0.177","39.782997","79.265"
"2024","20240808","AF37027","HEARTBRAND 1779A","1779A","5.779","0.575","2.379","0.779","38.031","0.56","71.99","0.1","21.5","0.284","40.5155","69.293"
"2024","20240808","AF40791","HEARTBRAND J-PRIME 2132A","2132A","-4.217","0.524","1.458","0.769","40.75","0.577","76.502","0.097","30.974","0.229","51.349","77.712"
"2024","20240808","AF33641","MCC 7A011","7A011","11.702","0.349","-0.951","0.446","47.214","0.291","83.026","0.052","19.682","0.192","43.289","81.569"
"2024","20240808","AF79135","HEARTBRAND WEST COAST 6324B ET","6324B","9.757","0.591","-0.052","0.739","28.312","0.53","60.186","0.088","30.98","0.251","45.136","66.265"
"2024","20240808","AF61068","HEARTBRAND 3328B","3328B","-1.628","0.452","2.11","0.637","31.235","0.353","64.416","0.059","30.056","0.087","45.6735","70.133"
"2024","20240808","AF53530","HEARTBRAND 3538B","3538B","7.763","0.247","-1.152","0.336","34.013","0.176","67.037","0.037","27.297","0.126","44.3035","74.265"
"2024","20240808","AF62396","HEARTBRAND 3628B","3628B","-0.339","0.505","1.621","0.348","36.42","0.18","69.155","0.037","22.867","0.114","41.077","54.321"
"2024","20240808","AF62449","HEARTBRAND 3620B","3620B","-1.912","0.511","3.327","0.381","42.805","0.262","79.02","0.078","22.027","0.212","43.4295","85.51"
"2024","20240808","EAF128755","BALD RIDGE PROXIMO ","CCCFL0126","-1.688","0.146","2.528","0.427","32.69","0.243","66.009","0.044","25.83","0.062","42.175","72.213"
"2024","20240808","AF105176","HEARTBRAND 9137E","9137E","9.843","0.575","-0.961","0.698","34.441","0.454","68.766","0.075","28.393","0.137","45.613503","93.904"
"2024","20240808","AF120359","HEARTBRAND 0708F","0708F","-0.123","0.429","5.172","0.574","36.209","0.299","70.138","0.053","25.373","0.126","43.4775","57.44"
"2024","20240808","AF148442","HEARTBRAND 3114G ET","3114G","3.543","0.507","1.252","0.604","44.712","0.419","81.389","0.073","20.495","0.187","42.851","97.609"
"2024","20240808","AF8176","HEARTBRAND JONIE V7341U","V7341U","2.668","0.549","4.065","0.7","52.775","0.541","90.606","0.101","23.773","0.356","50.1605","65.606"
"2024","20240808","AF14002","HEARTBRAND 9302X","9302X","7.204","0.26","-0.946","0.394","35.002","0.25","68.53","0.046","27.357","0.151","44.858","78.361"
"2024","20240808","AF10426","HEARTBRAND 9497X","9497X","6.854","0.325","-0.445","0.461","35.07","0.293","67.875","0.05","23.326","0.237","40.861","69.665"
"2024","20240808","AF10448","HEARTBRAND 9485X","9485X","1.79","0.312","2.193","0.446","40.981","0.286","75.578","0.049","22.808","0.197","43.2985","66.736"
"2024","20240808","AF21694","MCC 7214Z","7214Z","3.79","0.28","0.466","0.426","28.612","0.315","61.164","0.055","26.257","0.232","40.563","83.933"
"2024","20240808","AF20799","HEARTBRAND 7247Z","7247Z","4.039","0.233","1.438","0.444","29.395","0.3","61.615","0.051","26.119","0.186","40.816498","70.26"
"2024","20240808","AF68023","MCC5771","5771","3.59","0.355","2.934","0.561","56.751","0.415","95.597","0.07","14.874","0.286","43.2495","88.356"
"2024","20240808","AF99251","HEARTBRAND 8421D","8421D","1.61","0.33","2.592","0.428","35.685","0.295","69.068","0.05","20.372","0.202","38.2145","69.892"
"2024","20240808","1A128345","ARTESIAN CATTLE C0271188075","8075","-0.463","0.103","0.384","0.081","46.94","0.059","83.453","0.01","23.529","0.042","46.999","83.066"
"2024","20240808","AF168513","HEARTBRAND 3267G","3267G","2.725","0.265","1.075","0.338","48.552","0.216","86.125","0.039","24.695","0.094","48.971","90.68"
"2024","20240808","AF168517","HEARTBRAND 3299G","3299G","-2.491","0.267","4.403","0.358","41.386","0.249","76.791","0.049","23.278","0.123","43.971","69.582"
"2024","20240808","AF168578","HEARTBRAND 3300G","3300G","6.028","0.288","0.468","0.366","34.276","0.25","68.018","0.041","25.806","0.107","42.944","82.186"
"2024","20240808","AF168507","HEARTBRAND 3327G","3327G","6.404","0.295","0.484","0.377","31.781","0.265","63.216","0.042","23.121","0.135","39.0115","54.769"
"2024","20240808","AF209880","ARTESIAN J08","J08","2.791","0.174","2.496","0.285","44.772","0.174","80.963","0.03","23.197","0.079","45.583","77.906"
"2024","20240808","1A217875","ARTESIAN 2161A KRYSTAL 1174","1174","-8.24","0.14","1.465","0.078","43.067","0.052","78.627","0.01","25.212","0.041","46.7455","74.453"
"2024","20240808","1A217778","ARTESIAN 2163A AVA 1077","1077","-2.588","0.128","2.121","0.076","41.839","0.051","77.366","0.009","27.296","0.039","48.2155","72.536"
"2024","20240808","AF209876","ARTESIAN J03","J03","5.116","0.187","1.134","0.297","32.259","0.187","64.546","0.032","22.551","0.085","38.6805","66.791"
"2024","20240808","1T84274","ARTESIAN 503","503","-3.799","0.117","2.326","0.077","46.362","0.054","83.911","0.011","26.237","0.037","49.418","91.556"
"2024","20240808","1T94741","ARTESIAN C027116209","6209","-2.967","0.092","2.064","0.079","45.212","0.056","81.285","0.011","24.341","0.046","46.947","73.591"
"2024","20240808","1T94663","ARTESIAN C027116133","6133","-1.088","0.076","1.008","0.076","43.243","0.054","80.025","0.009","28.242","0.041","49.863503","92.994"
"2024","20240808","1T94737","ARTESIAN C027116205","6205","0.236","0.093","0.154","0.077","39.82","0.055","75.27","0.009","26.583","0.042","46.493","89.834"
"2024","20240808","1T94555","ARTESIAN C027116022","6022","-4.485","0.177","0.384","0.081","46.94","0.059","83.453","0.01","23.529","0.042","46.999","83.066"
"2024","20240808","1T94606","ARTESIAN C027116074","6074","-5.556","0.108","3.631","0.083","49.272","0.069","87.738","0.012","28.029","0.045","52.665","86.99"
"2024","20240808","1T94706","ARTESIAN C027116174","6174","-2.967","0.092","2.064","0.079","45.212","0.056","81.285","0.011","24.341","0.046","46.947","73.591"
"2024","20240808","1T94694","ARTESIAN C027116162","6162","-6.22","0.123","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T94746","ARTESIAN C027116214","6214","-6.22","0.123","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T94744","ARTESIAN C027116212","6212","-6.22","0.123","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T94541","ARTESIAN C027116007","6007","1.759","0.186","0.149","0.081","47.262","0.06","84.208","0.01","25.92","0.042","49.551003","86.447"
"2024","20240808","1T94657","ARTESIAN C027116127","6127","-5.127","0.114","2.121","0.076","41.839","0.051","77.366","0.009","27.296","0.039","48.2155","72.536"
"2024","20240808","1T94584","ARTESIAN C027116052","6052","-5.556","0.108","3.631","0.083","49.272","0.069","87.738","0.012","28.029","0.045","52.665","86.99"
"2024","20240808","1T94725","ARTESIAN C027116193","6193","0.236","0.093","0.154","0.077","39.82","0.055","75.27","0.009","26.583","0.042","46.493","89.834"
"2024","20240808","1T94664","ARTESIAN C027116134","6134","-1.088","0.076","1.008","0.076","43.243","0.054","80.025","0.009","28.242","0.041","49.863503","92.994"
"2024","20240808","1T94693","ARTESIAN C027116161","6161","-5.556","0.108","3.631","0.083","49.272","0.069","87.738","0.012","28.029","0.045","52.665","86.99"
"2024","20240808","1T94546","ARTESIAN C027116013","6218","-3.464","0.186","0.149","0.081","47.262","0.06","84.208","0.01","25.92","0.042","49.551003","86.447"
"2024","20240808","1T94698","ARTESIAN C027116166","6166","-6.22","0.123","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T94544","ARTESIAN C027116010","6010","1.759","0.186","0.149","0.081","47.262","0.06","84.208","0.01","25.92","0.042","49.551003","86.447"
"2024","20240808","1T94645","ARTESIAN C027116114","6114","-0.483","0.127","0.9","0.089","41.103","0.061","76.96","0.01","26.9","0.041","47.4515","87.97"
"2024","20240808","1T94585","ARTESIAN C027116053","6053","-6.22","0.123","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T94538","ARTESIAN C027116004","6219","-9.431","0.171","1.472","0.083","43.82","0.067","79.803","0.011","25.37","0.051","47.28","78.749"
"2024","20240808","1T94740","ARTESIAN C027116208","6208","-6.22","0.123","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T94739","ARTESIAN C027116207","6207","-6.22","0.123","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T94685","ARTESIAN C027116083","6083","-5.556","0.108","3.631","0.083","49.272","0.069","87.738","0.012","28.029","0.045","52.665","86.99"
"2024","20240808","1T110106","6235","6235","-2.281","0.187","1.356","0.088","43.826","0.058","79.483","0.011","23.801","0.036","45.714","75.95"
"2024","20240808","1T94708","ARTESIAN C027116176","6176","-2.967","0.092","2.064","0.079","45.212","0.056","81.285","0.011","24.341","0.046","46.947","73.591"
"2024","20240808","1T94627","ARTESIAN C027116096","6096","-0.483","0.127","0.9","0.089","41.103","0.061","76.96","0.01","26.9","0.041","47.4515","87.97"
"2024","20240808","1T110162","7265","7265","0.335","0.17","0.154","0.077","39.82","0.055","75.27","0.009","26.583","0.042","46.493","89.834"
"2024","20240808","1T94619","ARTESIAN C027116088","6088","-5.556","0.108","3.631","0.083","49.272","0.069","87.738","0.012","28.029","0.045","52.665","86.99"
"2024","20240808","1T94723","ARTESIAN C027116191","6191","-2.967","0.092","2.064","0.079","45.212","0.056","81.285","0.011","24.341","0.046","46.947","73.591"
"2024","20240808","1T94594","ARTESIAN C027116062","6062","-2.967","0.092","2.064","0.079","45.212","0.056","81.285","0.011","24.341","0.046","46.947","73.591"
"2024","20240808","1T94629","ARTESIAN C027116098","6098","-3.061","0.071","1.56","0.054","44.099","0.049","80.073","0.008","23.567","0.038","45.6165","80.263"
"2024","20240808","1T110151","7096","7096","-3.628","0.189","2.326","0.077","46.362","0.054","83.911","0.011","26.237","0.037","49.418","91.556"
"2024","20240808","1T110150","7143","7143","-5.64","0.187","1.465","0.078","43.067","0.052","78.627","0.01","25.212","0.041","46.7455","74.453"
"2024","20240808","1T110157","7031","7031","-0.375","0.197","0.9","0.089","41.103","0.061","76.96","0.01","26.9","0.041","47.4515","87.97"
"2024","20240808","1T110152","7008","7008","-2.21","0.187","1.356","0.088","43.826","0.058","79.483","0.011","23.801","0.036","45.714","75.95"
"2024","20240808","1T110158","7009","7009","-4.927","0.187","2.121","0.076","41.839","0.051","77.366","0.009","27.296","0.039","48.2155","72.536"
"2024","20240808","1T110155","7084","7084","-3.628","0.189","2.326","0.077","46.362","0.054","83.911","0.011","26.237","0.037","49.418","91.556"
"2024","20240808","1T110182","7040","7040","-0.375","0.197","0.9","0.089","41.103","0.061","76.96","0.01","26.9","0.041","47.4515","87.97"
"2024","20240808","1T110201","7132","7132","-3.731","0.19","2.326","0.077","46.362","0.054","83.911","0.011","26.237","0.037","49.418","91.556"
"2024","20240808","1T110163","7239","7239","-6.001","0.194","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T110184","7066","7066","-6.001","0.194","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T110185","7071","7071","-6.001","0.194","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T110203","7230","7230","-6.118","0.195","1.959","0.057","39.716","0.049","73.687","0.01","25.529","0.031","45.387","56.68"
"2024","20240808","1T110221","7003","7003","-5.466","0.183","3.631","0.083","49.272","0.069","87.738","0.012","28.029","0.045","52.665","86.99"
