"animal_registration","phn","animal_name","sire","sire_phn","sire_name","dam","dam_phn","dam_name","sire_sire","sire_sire_phn","sire_sire_name","sire_dam","sire_dam_phn","sire_dam_name","dam_sire","dam_sire_phn","dam_sire_name","dam_dam","dam_dam_phn","dam_dam_name","sire_sire_sire","sire_sire_sire_phn","sire_sire_sire_name","sire_sire_dam","sire_sire_dam_phn","sire_sire_dam_name","sire_dam_sire","sire_dam_sire_phn","sire_dam_sire_name","sire_dam_dam","sire_dam_dam_phn","sire_dam_dam_name","dam_sire_sire","dam_sire_sire_phn","dam_sire_sire_name","dam_sire_dam","dam_sire_dam_phn","dam_sire_dam_name","dam_dam_sire","dam_dam_sire_phn","dam_dam_sire_name","dam_dam_dam","dam_dam_dam_phn","dam_dam_dam_name","sire_sire_sire_sire","sire_sire_sire_sire_phn","sire_sire_sire_sire_name","sire_sire_sire_dam","sire_sire_sire_dam_phn","sire_sire_sire_dam_name","sire_sire_dam_sire","sire_sire_dam_sire_phn","sire_sire_dam_sire_name","sire_sire_dam_dam","sire_sire_dam_dam_phn","sire_sire_dam_dam_name","dam_sire_sire_sire","dam_sire_sire_sire_phn","dam_sire_sire_sire_name","dam_sire_sire_dam","dam_sire_sire_dam_phn","dam_sire_sire_dam_name","dam_sire_dam_sire","dam_sire_dam_sire_phn","dam_sire_dam_sire_name","dam_sire_dam_dam","dam_sire_dam_dam_phn","dam_sire_dam_dam_name","sire_dam_sire_sire","sire_dam_sire_sire_phn","sire_dam_sire_sire_name","sire_dam_sire_dam","sire_dam_sire_dam_phn","sire_dam_sire_dam_name","sire_dam_dam_sire","sire_dam_dam_sire_phn","sire_dam_dam_sire_name","sire_dam_dam_dam","sire_dam_dam_dam_phn","sire_dam_dam_dam_name","dam_dam_sire_sire","dam_dam_sire_sire_phn","dam_dam_sire_sire_name","dam_dam_sire_dam","dam_dam_sire_dam_phn","dam_dam_sire_dam_name","dam_dam_dam_sire","dam_dam_dam_sire_phn","dam_dam_dam_sire_name","dam_dam_dam_dam","dam_dam_dam_dam_phn","dam_dam_dam_dam_name"
"1A94564","6032","ARTESIAN C027116032","AF34621","1186Z","HEARTBRAND 1186Z","X93904","438","ARTESIAN HAILEY 438","AF107","HB 830","HIKARI","AF1286","S1029P","HEARTBRAND NIKKI DR S1029P","","","","","","","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AJ117","1KY 92958","KAZUTOMO 1KYU 92958","AF110","HB 457","SHIGEMARU","AF104","FJ354B","AKIKO","","","","","","","","","","","","","AJ097","TOK 22","DAI-NI 2 MITSUMARU TOKKYU 22","AJ101","KO 2739","GODAI KO 2739","AJ108","KO 74","NAMIMARU KO 74","AJ124","TOK 11875","KIKUMI TOKKYU 11875","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AJ108","KO 74","NAMIMARU KO 74","AJ099","TOK 9639","MITSUKO TOKKYU 9639","","","","","","","","","","","",""
"1A94566","6034","ARTESIAN C027116034","AF31519","1118Z","HEARTBRAND 1118Z","X93880","413","413","AF7269","S6386U","HEARTBRAND KC S6386U","AF3840","P0250R","HEARTBRAND P0250R","","","","","","","AF110","HB 457","SHIGEMARU","AF230","C0062L","HEARTBRAND C0062L","AF274","B0018M","HEARTBRAND B0018M","AF485","H0250N","HEARTBRAND H0250N","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF123","H0518E","HEARTBRAND H0518E","AF141","S0917J","HEARTBRAND S0917J","","","","","","","","","","","","","AF114","HB502E","BIG AL","AF111","FJ117D","YAMATO 117 RINGO","AF107","HB 830","HIKARI","AF144","S0919J","HEARTBRAND S0919J","","","","","","","","","","","",""
"1A94567","6035","ARTESIAN C027116035","AF34621","1186Z","HEARTBRAND 1186Z","X93892","425","425","AF107","HB 830","HIKARI","AF1286","S1029P","HEARTBRAND NIKKI DR S1029P","","","","","","","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AJ117","1KY 92958","KAZUTOMO 1KYU 92958","AF110","HB 457","SHIGEMARU","AF104","FJ354B","AKIKO","","","","","","","","","","","","","AJ097","TOK 22","DAI-NI 2 MITSUMARU TOKKYU 22","AJ101","KO 2739","GODAI KO 2739","AJ108","KO 74","NAMIMARU KO 74","AJ124","TOK 11875","KIKUMI TOKKYU 11875","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AJ108","KO 74","NAMIMARU KO 74","AJ099","TOK 9639","MITSUKO TOKKYU 9639","","","","","","","","","","","",""
"1A94571","6039","ARTESIAN C027116039","AF31519","1118Z","HEARTBRAND 1118Z","X93900","433","433","AF7269","S6386U","HEARTBRAND KC S6386U","AF3840","P0250R","HEARTBRAND P0250R","","","","","","","AF110","HB 457","SHIGEMARU","AF230","C0062L","HEARTBRAND C0062L","AF274","B0018M","HEARTBRAND B0018M","AF485","H0250N","HEARTBRAND H0250N","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF123","H0518E","HEARTBRAND H0518E","AF141","S0917J","HEARTBRAND S0917J","","","","","","","","","","","","","AF114","HB502E","BIG AL","AF111","FJ117D","YAMATO 117 RINGO","AF107","HB 830","HIKARI","AF144","S0919J","HEARTBRAND S0919J","","","","","","","","","","","",""
"1A94550","6222","ARTESIAN C027116017","AF34621","1186Z","HEARTBRAND 1186Z","X93884","417","417","AF107","HB 830","HIKARI","AF1286","S1029P","HEARTBRAND NIKKI DR S1029P","","","","","","","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AJ117","1KY 92958","KAZUTOMO 1KYU 92958","AF110","HB 457","SHIGEMARU","AF104","FJ354B","AKIKO","","","","","","","","","","","","","AJ097","TOK 22","DAI-NI 2 MITSUMARU TOKKYU 22","AJ101","KO 2739","GODAI KO 2739","AJ108","KO 74","NAMIMARU KO 74","AJ124","TOK 11875","KIKUMI TOKKYU 11875","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AJ108","KO 74","NAMIMARU KO 74","AJ099","TOK 9639","MITSUKO TOKKYU 9639","","","","","","","","","","","",""
"1A94552","6019","ARTESIAN C027116019","AF31519","1118Z","HEARTBRAND 1118Z","X93882","415","415","AF7269","S6386U","HEARTBRAND KC S6386U","AF3840","P0250R","HEARTBRAND P0250R","","","","","","","AF110","HB 457","SHIGEMARU","AF230","C0062L","HEARTBRAND C0062L","AF274","B0018M","HEARTBRAND B0018M","AF485","H0250N","HEARTBRAND H0250N","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF123","H0518E","HEARTBRAND H0518E","AF141","S0917J","HEARTBRAND S0917J","","","","","","","","","","","","","AF114","HB502E","BIG AL","AF111","FJ117D","YAMATO 117 RINGO","AF107","HB 830","HIKARI","AF144","S0919J","HEARTBRAND S0919J","","","","","","","","","","","",""
"1T94622","6091","ARTESIAN C027116091","AF40828","2455Z","HEARTBRAND 2455Z ET","X93800","011","011","AF110","HB 457","SHIGEMARU","AF8307","V7227U","HEARTBRAND V7227U","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF2722","H2460R","HEARTBRAND H2460R","AF2149","H1893P","HEARTBRAND H1893P","","","","","","","","","","","","","AJ100","KO 48","SHIGENAMI KO 48","AJ086","KO 1842","DAI 2 TAMASHIGE KO 1842","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ084","1KYU 53244","DAI-NI 2 AKIBARE 1KYU 53244","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF155","S0944J","HEARTBRAND S0944J","AF107","HB 830","HIKARI","AF147","T0930J","HEARTBRAND T0930J","","","","","","","","","","","",""
"1A94628","6097","ARTESIAN C027116097","AF40258","2426Z","HEARTBRAND 2426Z","X94207","231","231","AF4533","C4037S","HEARTBRAND CHARLIE C4037S","AF4316","T3863S","HEARTBRAND T3863S","","","","","","","AF123","H0518E","HEARTBRAND H0518E","AF141","S0917J","HEARTBRAND S0917J","AF109","HB 459","TAMAMARU","AF236","H0919L","HEARTBRAND H0919L","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF103","FJ352B","UME","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF123","H0518E","HEARTBRAND H0518E","AF144","S0919J","HEARTBRAND S0919J","","","","","","","","","","","",""
"1A94632","6101","ARTESIAN C027116101","AF40212","2451Z","HEARTBRAND 2451Z","X94206","230","230","AF4533","C4037S","HEARTBRAND CHARLIE C4037S","AF956","T0698N","HEARTBRAND T0698N","","","","","","","AF123","H0518E","HEARTBRAND H0518E","AF141","S0917J","HEARTBRAND S0917J","AF109","HB 459","TAMAMARU","AF140","H0916J","HEARTBRAND H0916J","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF103","FJ352B","UME","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF107","HB 830","HIKARI","AF125","S0538E","HEARTBRAND S0538E","","","","","","","","","","","",""
"1A94633","6102","ARTESIAN C027116102","AF42330","2163A","HEARTBRAND 2163A","X94181","204","204","AF233","T0068L","HEARTBRAND T0068L","AF1349","S1090P","HEARTBRAND S1090P","","","","","","","AF109","HB 459","TAMAMARU","AF161","B0951J","HEARTBRAND B0951J","AF110","HB 457","SHIGEMARU","AF105","FJ355B","HARUKO","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AJ094","TOK 30","DAI-SAN 3 MITSUMARU TOKKYU 30","AJ122","TOK 6669","DAI-NANA 7 KIKUHIME TOKKYU 6669","","","","","","","","","","","",""
"1A94635","6104","ARTESIAN C027116104","AF40212","2451Z","HEARTBRAND 2451Z","X94196","220","220","AF4533","C4037S","HEARTBRAND CHARLIE C4037S","AF956","T0698N","HEARTBRAND T0698N","","","","","","","AF123","H0518E","HEARTBRAND H0518E","AF141","S0917J","HEARTBRAND S0917J","AF109","HB 459","TAMAMARU","AF140","H0916J","HEARTBRAND H0916J","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF103","FJ352B","UME","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF107","HB 830","HIKARI","AF125","S0538E","HEARTBRAND S0538E","","","","","","","","","","","",""
"1A94637","6106","ARTESIAN C027116106","AF42333","2161A","HEARTBRAND 2161A","X94227","304","304","AF233","T0068L","HEARTBRAND T0068L","AF6649","S5801T","HEARTBRAND S5801T","","","","","","","AF109","HB 459","TAMAMARU","AF161","B0951J","HEARTBRAND B0951J","AF110","HB 457","SHIGEMARU","AF138","B0905J","HEARTBRAND B0905J","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF114","HB502E","BIG AL","AF106","FJ357B","FUYUKO","","","","","","","","","","","",""
"1A94639","6108","ARTESIAN C027116108","AF40212","2451Z","HEARTBRAND 2451Z","X94203","227","227","AF4533","C4037S","HEARTBRAND CHARLIE C4037S","AF956","T0698N","HEARTBRAND T0698N","","","","","","","AF123","H0518E","HEARTBRAND H0518E","AF141","S0917J","HEARTBRAND S0917J","AF109","HB 459","TAMAMARU","AF140","H0916J","HEARTBRAND H0916J","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF103","FJ352B","UME","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF107","HB 830","HIKARI","AF125","S0538E","HEARTBRAND S0538E","","","","","","","","","","","",""
"1A94640","6109","ARTESIAN C027116109","AF42330","2163A","HEARTBRAND 2163A","X94209","233","233","AF233","T0068L","HEARTBRAND T0068L","AF1349","S1090P","HEARTBRAND S1090P","","","","","","","AF109","HB 459","TAMAMARU","AF161","B0951J","HEARTBRAND B0951J","AF110","HB 457","SHIGEMARU","AF105","FJ355B","HARUKO","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AJ094","TOK 30","DAI-SAN 3 MITSUMARU TOKKYU 30","AJ122","TOK 6669","DAI-NANA 7 KIKUHIME TOKKYU 6669","","","","","","","","","","","",""
"1A94641","6110","ARTESIAN C027116110","AF40212","2451Z","HEARTBRAND 2451Z","X94185","209","209","AF4533","C4037S","HEARTBRAND CHARLIE C4037S","AF956","T0698N","HEARTBRAND T0698N","","","","","","","AF123","H0518E","HEARTBRAND H0518E","AF141","S0917J","HEARTBRAND S0917J","AF109","HB 459","TAMAMARU","AF140","H0916J","HEARTBRAND H0916J","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF103","FJ352B","UME","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF107","HB 830","HIKARI","AF125","S0538E","HEARTBRAND S0538E","","","","","","","","","","","",""
"1A94646","6115","ARTESIAN C027116115","AF42333","2161A","HEARTBRAND 2161A","X94179","202","202","AF233","T0068L","HEARTBRAND T0068L","AF6649","S5801T","HEARTBRAND S5801T","","","","","","","AF109","HB 459","TAMAMARU","AF161","B0951J","HEARTBRAND B0951J","AF110","HB 457","SHIGEMARU","AF138","B0905J","HEARTBRAND B0905J","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF114","HB502E","BIG AL","AF106","FJ357B","FUYUKO","","","","","","","","","","","",""
"1A94649","6118","ARTESIAN C027116118","AF40212","2451Z","HEARTBRAND 2451Z","X94228","306","306","AF4533","C4037S","HEARTBRAND CHARLIE C4037S","AF956","T0698N","HEARTBRAND T0698N","","","","","","","AF123","H0518E","HEARTBRAND H0518E","AF141","S0917J","HEARTBRAND S0917J","AF109","HB 459","TAMAMARU","AF140","H0916J","HEARTBRAND H0916J","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF103","FJ352B","UME","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF107","HB 830","HIKARI","AF125","S0538E","HEARTBRAND S0538E","","","","","","","","","","","",""
"1A94651","6120","ARTESIAN C027116120","AF42333","2161A","HEARTBRAND 2161A","X94217","242","242","AF233","T0068L","HEARTBRAND T0068L","AF6649","S5801T","HEARTBRAND S5801T","","","","","","","AF109","HB 459","TAMAMARU","AF161","B0951J","HEARTBRAND B0951J","AF110","HB 457","SHIGEMARU","AF138","B0905J","HEARTBRAND B0905J","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF114","HB502E","BIG AL","AF106","FJ357B","FUYUKO","","","","","","","","","","","",""
"1A94652","6121","ARTESIAN C027116121","AF40258","2426Z","HEARTBRAND 2426Z","X94202","226","226","AF4533","C4037S","HEARTBRAND CHARLIE C4037S","AF4316","T3863S","HEARTBRAND T3863S","","","","","","","AF123","H0518E","HEARTBRAND H0518E","AF141","S0917J","HEARTBRAND S0917J","AF109","HB 459","TAMAMARU","AF236","H0919L","HEARTBRAND H0919L","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF103","FJ352B","UME","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF123","H0518E","HEARTBRAND H0518E","AF144","S0919J","HEARTBRAND S0919J","","","","","","","","","","","",""
"1A94653","6122","ARTESIAN C027116122","AF42333","2161A","HEARTBRAND 2161A","X94237","315","315","AF233","T0068L","HEARTBRAND T0068L","AF6649","S5801T","HEARTBRAND S5801T","","","","","","","AF109","HB 459","TAMAMARU","AF161","B0951J","HEARTBRAND B0951J","AF110","HB 457","SHIGEMARU","AF138","B0905J","HEARTBRAND B0905J","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF114","HB502E","BIG AL","AF106","FJ357B","FUYUKO","","","","","","","","","","","",""
"1A94655","6124","ARTESIAN C027116124","AF42333","2161A","HEARTBRAND 2161A","X94184","208","208","AF233","T0068L","HEARTBRAND T0068L","AF6649","S5801T","HEARTBRAND S5801T","","","","","","","AF109","HB 459","TAMAMARU","AF161","B0951J","HEARTBRAND B0951J","AF110","HB 457","SHIGEMARU","AF138","B0905J","HEARTBRAND B0905J","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF114","HB502E","BIG AL","AF106","FJ357B","FUYUKO","","","","","","","","","","","",""
"1A94658","6128","ARTESIAN C027116128","AF40212","2451Z","HEARTBRAND 2451Z","X94183","206","206","AF4533","C4037S","HEARTBRAND CHARLIE C4037S","AF956","T0698N","HEARTBRAND T0698N","","","","","","","AF123","H0518E","HEARTBRAND H0518E","AF141","S0917J","HEARTBRAND S0917J","AF109","HB 459","TAMAMARU","AF140","H0916J","HEARTBRAND H0916J","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF103","FJ352B","UME","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF107","HB 830","HIKARI","AF125","S0538E","HEARTBRAND S0538E","","","","","","","","","","","",""
"1A94659","6129","ARTESIAN C027116129","AF42330","2163A","HEARTBRAND 2163A","X94208","232","ARTESIAN VICKIE 232","AF233","T0068L","HEARTBRAND T0068L","AF1349","S1090P","HEARTBRAND S1090P","","","","","","","AF109","HB 459","TAMAMARU","AF161","B0951J","HEARTBRAND B0951J","AF110","HB 457","SHIGEMARU","AF105","FJ355B","HARUKO","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AJ094","TOK 30","DAI-SAN 3 MITSUMARU TOKKYU 30","AJ122","TOK 6669","DAI-NANA 7 KIKUHIME TOKKYU 6669","","","","","","","","","","","",""
"1A94626","6095","ARTESIAN C027116095","AF40212","2451Z","HEARTBRAND 2451Z","X94220","246","246","AF4533","C4037S","HEARTBRAND CHARLIE C4037S","AF956","T0698N","HEARTBRAND T0698N","","","","","","","AF123","H0518E","HEARTBRAND H0518E","AF141","S0917J","HEARTBRAND S0917J","AF109","HB 459","TAMAMARU","AF140","H0916J","HEARTBRAND H0916J","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF103","FJ352B","UME","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF107","HB 830","HIKARI","AF125","S0538E","HEARTBRAND S0538E","","","","","","","","","","","",""
"1T94589","6057","ARTESIAN C027116057","AF28735","TW0757Z","TWINWOOD TW0757Z","X93802","016","016","AF6092","S5744T","HEARTBRAND S5744T","AF2246","T1986P","HEARTBRAND T1986P","","","","","","","AF110","HB 457","SHIGEMARU","AF851","T0601N","HEARTBRAND T0601N","AF109","HB 459","TAMAMARU","AF157","B0947J","HEARTBRAND B0947J","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF109","HB 459","TAMAMARU","AF137","B0806H","HEARTBRAND B0806H","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","","","","","","","","","","","",""
"1T94590","6058","ARTESIAN C027116058","AF36497","1603Z","HEARTBRAND 1603Z","X93759","01","01","AF5638","S5204S","HEARTBRAND S5204S","AF8267","V6825U","HEARTBRAND V6825U","","","","","","","AF110","HB 457","SHIGEMARU","AF138","B0905J","HEARTBRAND B0905J","AF109","HB 459","TAMAMARU","AF1872","T1610P","HEARTBRAND T1610P","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF114","HB502E","BIG AL","AF106","FJ357B","FUYUKO","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF109","HB 459","TAMAMARU","AF161","B0951J","HEARTBRAND B0951J","","","","","","","","","","","",""
"1T94579","6047","ARTESIAN C027116047","AF40212","2451Z","HEARTBRAND 2451Z","X93907","441","441","AF4533","C4037S","HEARTBRAND CHARLIE C4037S","AF956","T0698N","HEARTBRAND T0698N","","","","","","","AF123","H0518E","HEARTBRAND H0518E","AF141","S0917J","HEARTBRAND S0917J","AF109","HB 459","TAMAMARU","AF140","H0916J","HEARTBRAND H0916J","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF103","FJ352B","UME","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF107","HB 830","HIKARI","AF125","S0538E","HEARTBRAND S0538E","","","","","","","","","","","",""
"1A94588","6056","ARTESIAN C027116056","AF40818","2442Z","HEARTBRAND 2442Z","X93794","944","944","AF6971","S5394S","HEARTBRAND JOE S5394S","AF4629","V5909S","HEARTBRAND V5909S","","","","","","","AF110","HB 457","SHIGEMARU","AF263","B0004M","HEARTBRAND B0004M","AF859","C0600N","HEARTBRAND C0600N","AF1297","T1033P","HEARTBRAND T1033P","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF114","HB502E","BIG AL","AF106","FJ357B","FUYUKO","","","","","","","","","","","","","AF123","H0518E","HEARTBRAND H0518E","AF152","S0939J","HEARTBRAND S0939J","AF109","HB 459","TAMAMARU","AF137","B0806H","HEARTBRAND B0806H","","","","","","","","","","","",""
"1A94592","6060","ARTESIAN C027116060","AF40828","2455Z","HEARTBRAND 2455Z ET","X93947","732","732","AF110","HB 457","SHIGEMARU","AF8307","V7227U","HEARTBRAND V7227U","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF2722","H2460R","HEARTBRAND H2460R","AF2149","H1893P","HEARTBRAND H1893P","","","","","","","","","","","","","AJ100","KO 48","SHIGENAMI KO 48","AJ086","KO 1842","DAI 2 TAMASHIGE KO 1842","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ084","1KYU 53244","DAI-NI 2 AKIBARE 1KYU 53244","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF155","S0944J","HEARTBRAND S0944J","AF107","HB 830","HIKARI","AF147","T0930J","HEARTBRAND T0930J","","","","","","","","","","","",""
