"animal_registration","phn","animal_name","sire","sire_phn","sire_name","dam","dam_phn","dam_name","sire_sire","sire_sire_phn","sire_sire_name","sire_dam","sire_dam_phn","sire_dam_name","dam_sire","dam_sire_phn","dam_sire_name","dam_dam","dam_dam_phn","dam_dam_name","sire_sire_sire","sire_sire_sire_phn","sire_sire_sire_name","sire_sire_dam","sire_sire_dam_phn","sire_sire_dam_name","sire_dam_sire","sire_dam_sire_phn","sire_dam_sire_name","sire_dam_dam","sire_dam_dam_phn","sire_dam_dam_name","dam_sire_sire","dam_sire_sire_phn","dam_sire_sire_name","dam_sire_dam","dam_sire_dam_phn","dam_sire_dam_name","dam_dam_sire","dam_dam_sire_phn","dam_dam_sire_name","dam_dam_dam","dam_dam_dam_phn","dam_dam_dam_name","sire_sire_sire_sire","sire_sire_sire_sire_phn","sire_sire_sire_sire_name","sire_sire_sire_dam","sire_sire_sire_dam_phn","sire_sire_sire_dam_name","sire_sire_dam_sire","sire_sire_dam_sire_phn","sire_sire_dam_sire_name","sire_sire_dam_dam","sire_sire_dam_dam_phn","sire_sire_dam_dam_name","dam_sire_sire_sire","dam_sire_sire_sire_phn","dam_sire_sire_sire_name","dam_sire_sire_dam","dam_sire_sire_dam_phn","dam_sire_sire_dam_name","dam_sire_dam_sire","dam_sire_dam_sire_phn","dam_sire_dam_sire_name","dam_sire_dam_dam","dam_sire_dam_dam_phn","dam_sire_dam_dam_name","sire_dam_sire_sire","sire_dam_sire_sire_phn","sire_dam_sire_sire_name","sire_dam_sire_dam","sire_dam_sire_dam_phn","sire_dam_sire_dam_name","sire_dam_dam_sire","sire_dam_dam_sire_phn","sire_dam_dam_sire_name","sire_dam_dam_dam","sire_dam_dam_dam_phn","sire_dam_dam_dam_name","dam_dam_sire_sire","dam_dam_sire_sire_phn","dam_dam_sire_sire_name","dam_dam_sire_dam","dam_dam_sire_dam_phn","dam_dam_sire_dam_name","dam_dam_dam_sire","dam_dam_dam_sire_phn","dam_dam_dam_sire_name","dam_dam_dam_dam","dam_dam_dam_dam_phn","dam_dam_dam_dam_name"
"1T94681","6151","ARTESIAN C027116151","AF42333","2161A","HEARTBRAND 2161A","X94201","225","225","AF233","T0068L","HEARTBRAND T0068L","AF6649","S5801T","HEARTBRAND S5801T","","","","","","","AF109","HB 459","TAMAMARU","AF161","B0951J","HEARTBRAND B0951J","AF110","HB 457","SHIGEMARU","AF138","B0905J","HEARTBRAND B0905J","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF114","HB502E","BIG AL","AF106","FJ357B","FUYUKO","","","","","","","","","","","",""
"1T94676","6146","ARTESIAN C027116146","AF35081","2060A","HEARTBRAND 2060A","X94236","314","314","AF107","HB 830","HIKARI","AF14015","9315X","HEARTBRAND 9315X","","","","","","","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AJ117","1KY 92958","KAZUTOMO 1KYU 92958","AF6014","S5731T","HEARTBRAND S5731T","AF3285","T2964R","HEARTBRAND T2964R","","","","","","","","","","","","","AJ097","TOK 22","DAI-NI 2 MITSUMARU TOKKYU 22","AJ101","KO 2739","GODAI KO 2739","AJ108","KO 74","NAMIMARU KO 74","AJ124","TOK 11875","KIKUMI TOKKYU 11875","","","","","","","","","","","","","AF110","HB 457","SHIGEMARU","AF330","B0070M","HEARTBRAND B0070M","AF109","HB 459","TAMAMARU","AF166","C0005K","HEARTBRAND C0005K","","","","","","","","","","","",""
"1A94670","6140","ARTESIAN C027116140","AF35081","2060A","HEARTBRAND 2060A","X94240","318","318","AF107","HB 830","HIKARI","AF14015","9315X","HEARTBRAND 9315X","","","","","","","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AJ117","1KY 92958","KAZUTOMO 1KYU 92958","AF6014","S5731T","HEARTBRAND S5731T","AF3285","T2964R","HEARTBRAND T2964R","","","","","","","","","","","","","AJ097","TOK 22","DAI-NI 2 MITSUMARU TOKKYU 22","AJ101","KO 2739","GODAI KO 2739","AJ108","KO 74","NAMIMARU KO 74","AJ124","TOK 11875","KIKUMI TOKKYU 11875","","","","","","","","","","","","","AF110","HB 457","SHIGEMARU","AF330","B0070M","HEARTBRAND B0070M","AF109","HB 459","TAMAMARU","AF166","C0005K","HEARTBRAND C0005K","","","","","","","","","","","",""
"1A94671","6141","ARTESIAN C027116141","AF42330","2163A","HEARTBRAND 2163A","X94231","309","309","AF233","T0068L","HEARTBRAND T0068L","AF1349","S1090P","HEARTBRAND S1090P","","","","","","","AF109","HB 459","TAMAMARU","AF161","B0951J","HEARTBRAND B0951J","AF110","HB 457","SHIGEMARU","AF105","FJ355B","HARUKO","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AJ094","TOK 30","DAI-SAN 3 MITSUMARU TOKKYU 30","AJ122","TOK 6669","DAI-NANA 7 KIKUHIME TOKKYU 6669","","","","","","","","","","","",""
"1A94677","6147","ARTESIAN C027116147","AF42330","2163A","HEARTBRAND 2163A","X94247","325","ARTESIAN CAROLINE 325","AF233","T0068L","HEARTBRAND T0068L","AF1349","S1090P","HEARTBRAND S1090P","","","","","","","AF109","HB 459","TAMAMARU","AF161","B0951J","HEARTBRAND B0951J","AF110","HB 457","SHIGEMARU","AF105","FJ355B","HARUKO","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AJ094","TOK 30","DAI-SAN 3 MITSUMARU TOKKYU 30","AJ122","TOK 6669","DAI-NANA 7 KIKUHIME TOKKYU 6669","","","","","","","","","","","",""
"1A94680","6150","ARTESIAN C027116150","AF42333","2161A","HEARTBRAND 2161A","X94233","311","311","AF233","T0068L","HEARTBRAND T0068L","AF6649","S5801T","HEARTBRAND S5801T","","","","","","","AF109","HB 459","TAMAMARU","AF161","B0951J","HEARTBRAND B0951J","AF110","HB 457","SHIGEMARU","AF138","B0905J","HEARTBRAND B0905J","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF114","HB502E","BIG AL","AF106","FJ357B","FUYUKO","","","","","","","","","","","",""
"1A94683","6153","ARTESIAN C027116153","AF42333","2161A","HEARTBRAND 2161A","X94229","307","307","AF233","T0068L","HEARTBRAND T0068L","AF6649","S5801T","HEARTBRAND S5801T","","","","","","","AF109","HB 459","TAMAMARU","AF161","B0951J","HEARTBRAND B0951J","AF110","HB 457","SHIGEMARU","AF138","B0905J","HEARTBRAND B0905J","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF114","HB502E","BIG AL","AF106","FJ357B","FUYUKO","","","","","","","","","","","",""
"1A94686","6154","ARTESIAN C027116154","AF28735","TW0757Z","TWINWOOD TW0757Z","X93948","733","ARTESIAN TANYA 733","AF6092","S5744T","HEARTBRAND S5744T","AF2246","T1986P","HEARTBRAND T1986P","","","","","","","AF110","HB 457","SHIGEMARU","AF851","T0601N","HEARTBRAND T0601N","AF109","HB 459","TAMAMARU","AF157","B0947J","HEARTBRAND B0947J","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF109","HB 459","TAMAMARU","AF137","B0806H","HEARTBRAND B0806H","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","","","","","","","","","","","",""
"1A94692","6160","ARTESIAN C027116160","AF40818","2442Z","HEARTBRAND 2442Z","X93783","904","904","AF6971","S5394S","HEARTBRAND JOE S5394S","AF4629","V5909S","HEARTBRAND V5909S","","","","","","","AF110","HB 457","SHIGEMARU","AF263","B0004M","HEARTBRAND B0004M","AF859","C0600N","HEARTBRAND C0600N","AF1297","T1033P","HEARTBRAND T1033P","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF114","HB502E","BIG AL","AF106","FJ357B","FUYUKO","","","","","","","","","","","","","AF123","H0518E","HEARTBRAND H0518E","AF152","S0939J","HEARTBRAND S0939J","AF109","HB 459","TAMAMARU","AF137","B0806H","HEARTBRAND B0806H","","","","","","","","","","","",""
"1A94697","6165","ARTESIAN C027116165","AF36497","1603Z","HEARTBRAND 1603Z","X93777","735","735","AF5638","S5204S","HEARTBRAND S5204S","AF8267","V6825U","HEARTBRAND V6825U","","","","","","","AF110","HB 457","SHIGEMARU","AF138","B0905J","HEARTBRAND B0905J","AF109","HB 459","TAMAMARU","AF1872","T1610P","HEARTBRAND T1610P","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF114","HB502E","BIG AL","AF106","FJ357B","FUYUKO","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF109","HB 459","TAMAMARU","AF161","B0951J","HEARTBRAND B0951J","","","","","","","","","","","",""
"1A94701","6169","ARTESIAN C027116169","AF28735","TW0757Z","TWINWOOD TW0757Z","X93961","906","906","AF6092","S5744T","HEARTBRAND S5744T","AF2246","T1986P","HEARTBRAND T1986P","","","","","","","AF110","HB 457","SHIGEMARU","AF851","T0601N","HEARTBRAND T0601N","AF109","HB 459","TAMAMARU","AF157","B0947J","HEARTBRAND B0947J","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF109","HB 459","TAMAMARU","AF137","B0806H","HEARTBRAND B0806H","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","","","","","","","","","","","",""
"1A94667","6137","ARTESIAN C027116137","AF40212","2451Z","HEARTBRAND 2451Z","X94232","310","310","AF4533","C4037S","HEARTBRAND CHARLIE C4037S","AF956","T0698N","HEARTBRAND T0698N","","","","","","","AF123","H0518E","HEARTBRAND H0518E","AF141","S0917J","HEARTBRAND S0917J","AF109","HB 459","TAMAMARU","AF140","H0916J","HEARTBRAND H0916J","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF103","FJ352B","UME","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF107","HB 830","HIKARI","AF125","S0538E","HEARTBRAND S0538E","","","","","","","","","","","",""
"1T94716","6184","ARTESIAN C027116184","AF28735","TW0757Z","TWINWOOD TW0757Z","X93801","014","014","AF6092","S5744T","HEARTBRAND S5744T","AF2246","T1986P","HEARTBRAND T1986P","","","","","","","AF110","HB 457","SHIGEMARU","AF851","T0601N","HEARTBRAND T0601N","AF109","HB 459","TAMAMARU","AF157","B0947J","HEARTBRAND B0947J","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF109","HB 459","TAMAMARU","AF137","B0806H","HEARTBRAND B0806H","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","","","","","","","","","","","",""
"1T94721","6189","ARTESIAN C027116189","AF28735","TW0757Z","TWINWOOD TW0757Z","X93956","826","826","AF6092","S5744T","HEARTBRAND S5744T","AF2246","T1986P","HEARTBRAND T1986P","","","","","","","AF110","HB 457","SHIGEMARU","AF851","T0601N","HEARTBRAND T0601N","AF109","HB 459","TAMAMARU","AF157","B0947J","HEARTBRAND B0947J","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF109","HB 459","TAMAMARU","AF137","B0806H","HEARTBRAND B0806H","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","","","","","","","","","","","",""
"1T94729","6197","ARTESIAN C027116197","AF28735","TW0757Z","TWINWOOD TW0757Z","X93931","702","702","AF6092","S5744T","HEARTBRAND S5744T","AF2246","T1986P","HEARTBRAND T1986P","","","","","","","AF110","HB 457","SHIGEMARU","AF851","T0601N","HEARTBRAND T0601N","AF109","HB 459","TAMAMARU","AF157","B0947J","HEARTBRAND B0947J","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF109","HB 459","TAMAMARU","AF137","B0806H","HEARTBRAND B0806H","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","","","","","","","","","","","",""
"1T94722","6190","ARTESIAN C027116190","AF28735","TW0757Z","TWINWOOD TW0757Z","X93945","728","728","AF6092","S5744T","HEARTBRAND S5744T","AF2246","T1986P","HEARTBRAND T1986P","","","","","","","AF110","HB 457","SHIGEMARU","AF851","T0601N","HEARTBRAND T0601N","AF109","HB 459","TAMAMARU","AF157","B0947J","HEARTBRAND B0947J","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF109","HB 459","TAMAMARU","AF137","B0806H","HEARTBRAND B0806H","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","","","","","","","","","","","",""
"1A94711","6179","ARTESIAN C027116179","AF40211","2418Z","HEARTBRAND 2418Z","X93980","958","958","AF4533","C4037S","HEARTBRAND CHARLIE C4037S","AF419","T0166M","HEARTBRAND T0166M","","","","","","","AF123","H0518E","HEARTBRAND H0518E","AF141","S0917J","HEARTBRAND S0917J","AF109","HB 459","TAMAMARU","AF118","H0514E","HEARTBRAND H0514E","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF103","FJ352B","UME","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","","","","","","","","","","","",""
"1A94713","6181","ARTESIAN C027116181","AF28735","TW0757Z","TWINWOOD TW0757Z","X93923","027","027","AF6092","S5744T","HEARTBRAND S5744T","AF2246","T1986P","HEARTBRAND T1986P","","","","","","","AF110","HB 457","SHIGEMARU","AF851","T0601N","HEARTBRAND T0601N","AF109","HB 459","TAMAMARU","AF157","B0947J","HEARTBRAND B0947J","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF109","HB 459","TAMAMARU","AF137","B0806H","HEARTBRAND B0806H","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","","","","","","","","","","","",""
"1A94720","6188","ARTESIAN C027116188","AF28735","TW0757Z","TWINWOOD TW0757Z","X93933","707","707","AF6092","S5744T","HEARTBRAND S5744T","AF2246","T1986P","HEARTBRAND T1986P","","","","","","","AF110","HB 457","SHIGEMARU","AF851","T0601N","HEARTBRAND T0601N","AF109","HB 459","TAMAMARU","AF157","B0947J","HEARTBRAND B0947J","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF109","HB 459","TAMAMARU","AF137","B0806H","HEARTBRAND B0806H","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","","","","","","","","","","","",""
"1A94726","6194","ARTESIAN C027116194","AF40828","2455Z","HEARTBRAND 2455Z ET","X93958","829","829","AF110","HB 457","SHIGEMARU","AF8307","V7227U","HEARTBRAND V7227U","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF2722","H2460R","HEARTBRAND H2460R","AF2149","H1893P","HEARTBRAND H1893P","","","","","","","","","","","","","AJ100","KO 48","SHIGENAMI KO 48","AJ086","KO 1842","DAI 2 TAMASHIGE KO 1842","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ084","1KYU 53244","DAI-NI 2 AKIBARE 1KYU 53244","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF155","S0944J","HEARTBRAND S0944J","AF107","HB 830","HIKARI","AF147","T0930J","HEARTBRAND T0930J","","","","","","","","","","","",""
"1A94731","6199","ARTESIAN C027116199","AF28735","TW0757Z","TWINWOOD TW0757Z","X93973","938","376","AF6092","S5744T","HEARTBRAND S5744T","AF2246","T1986P","HEARTBRAND T1986P","","","","","","","AF110","HB 457","SHIGEMARU","AF851","T0601N","HEARTBRAND T0601N","AF109","HB 459","TAMAMARU","AF157","B0947J","HEARTBRAND B0947J","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF109","HB 459","TAMAMARU","AF137","B0806H","HEARTBRAND B0806H","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","","","","","","","","","","","",""
"1A94732","6200","ARTESIAN C027116200","AF28735","TW0757Z","TWINWOOD TW0757Z","X93954","821","821","AF6092","S5744T","HEARTBRAND S5744T","AF2246","T1986P","HEARTBRAND T1986P","","","","","","","AF110","HB 457","SHIGEMARU","AF851","T0601N","HEARTBRAND T0601N","AF109","HB 459","TAMAMARU","AF157","B0947J","HEARTBRAND B0947J","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF109","HB 459","TAMAMARU","AF137","B0806H","HEARTBRAND B0806H","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","","","","","","","","","","","",""
"1A94710","6178","ARTESIAN C027116178","AF40828","2455Z","HEARTBRAND 2455Z ET","X93929","06","06","AF110","HB 457","SHIGEMARU","AF8307","V7227U","HEARTBRAND V7227U","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF2722","H2460R","HEARTBRAND H2460R","AF2149","H1893P","HEARTBRAND H1893P","","","","","","","","","","","","","AJ100","KO 48","SHIGENAMI KO 48","AJ086","KO 1842","DAI 2 TAMASHIGE KO 1842","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ084","1KYU 53244","DAI-NI 2 AKIBARE 1KYU 53244","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF155","S0944J","HEARTBRAND S0944J","AF107","HB 830","HIKARI","AF147","T0930J","HEARTBRAND T0930J","","","","","","","","","","","",""
"1T94742","6210","ARTESIAN C027116210","AF40828","2455Z","HEARTBRAND 2455Z ET","X93979","956","956","AF110","HB 457","SHIGEMARU","AF8307","V7227U","HEARTBRAND V7227U","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF2722","H2460R","HEARTBRAND H2460R","AF2149","H1893P","HEARTBRAND H1893P","","","","","","","","","","","","","AJ100","KO 48","SHIGENAMI KO 48","AJ086","KO 1842","DAI 2 TAMASHIGE KO 1842","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ084","1KYU 53244","DAI-NI 2 AKIBARE 1KYU 53244","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF155","S0944J","HEARTBRAND S0944J","AF107","HB 830","HIKARI","AF147","T0930J","HEARTBRAND T0930J","","","","","","","","","","","",""
"1T94747","6215","ARTESIAN C027116215","AF40828","2455Z","HEARTBRAND 2455Z ET","X93806","02","02","AF110","HB 457","SHIGEMARU","AF8307","V7227U","HEARTBRAND V7227U","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF2722","H2460R","HEARTBRAND H2460R","AF2149","H1893P","HEARTBRAND H1893P","","","","","","","","","","","","","AJ100","KO 48","SHIGENAMI KO 48","AJ086","KO 1842","DAI 2 TAMASHIGE KO 1842","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ084","1KYU 53244","DAI-NI 2 AKIBARE 1KYU 53244","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF155","S0944J","HEARTBRAND S0944J","AF107","HB 830","HIKARI","AF147","T0930J","HEARTBRAND T0930J","","","","","","","","","","","",""
"AF11079","728Y","MCC 728Y","AF110","HB 457","SHIGEMARU","AF146","T0923J","HEARTBRAND T0923J","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF109","HB 459","TAMAMARU","AF115","T0504E","HEARTBRAND T0504E","AJ100","KO 48","SHIGENAMI KO 48","AJ086","KO 1842","DAI 2 TAMASHIGE KO 1842","AJ112","KO 65","DAI-JYUU 10 SHIGEKAWA KO 65","AJ084","1KYU 53244","DAI-NI 2 AKIBARE 1KYU 53244","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AF103","FJ352B","UME","AJ129","1KYU 78","SHIGEMIYA 1KYU 78","AJ128","KO 387","HATSUTAMA KO 387","AJ066","KO 38","NAKAHORI KO 38","AJ065","1KYU 19222","TAMAHANA 1KYU 19222","AJ116","KO 70","TAMANAMI KO 70","AJ133","KO 2030","FUJIMITSU KO 2030","AJ093","KO 71","DAI-SAN 3 MITSUMARU KO 71","AJ123","TOK 14289","DAI-HICHI 7 MARUNAMI TOK 14289","AJ083","KO 53","DAI 2 SHIGEKAWA KO 53","AJ104","KO 1287","SOSHIGE KO 1287","AJ064","1KYU 507","DAI 3 SOSHOKU 1KYU 507","AJ062","KO 758","AKIBARE KO 758","AJ097","TOK 22","DAI-NI 2 MITSUMARU TOKKYU 22","AJ101","KO 2739","GODAI KO 2739","AJ107","TOK 221","HARUHIME TOKKYU 221","AJ095","TOK 2923","NORIKO TOKKYU 2923"
"X109545","658","658","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X109548","659","659","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X109546","660","660","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X109549","243","243","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1A110093","7248","7248","AF42330","2163A","HEARTBRAND 2163A","X94234","312","312","AF233","T0068L","HEARTBRAND T0068L","AF1349","S1090P","HEARTBRAND S1090P","","","","","","","AF109","HB 459","TAMAMARU","AF161","B0951J","HEARTBRAND B0951J","AF110","HB 457","SHIGEMARU","AF105","FJ355B","HARUKO","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF114","HB502E","BIG AL","AF113","FJ245C","HEARTBRAND HIMAWARI 245","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AJ094","TOK 30","DAI-SAN 3 MITSUMARU TOKKYU 30","AJ122","TOK 6669","DAI-NANA 7 KIKUHIME TOKKYU 6669","","","","","","","","","","","",""
