"animal_registration","phn","animal_name","sire","sire_phn","sire_name","dam","dam_phn","dam_name","sire_sire","sire_sire_phn","sire_sire_name","sire_dam","sire_dam_phn","sire_dam_name","dam_sire","dam_sire_phn","dam_sire_name","dam_dam","dam_dam_phn","dam_dam_name","sire_sire_sire","sire_sire_sire_phn","sire_sire_sire_name","sire_sire_dam","sire_sire_dam_phn","sire_sire_dam_name","sire_dam_sire","sire_dam_sire_phn","sire_dam_sire_name","sire_dam_dam","sire_dam_dam_phn","sire_dam_dam_name","dam_sire_sire","dam_sire_sire_phn","dam_sire_sire_name","dam_sire_dam","dam_sire_dam_phn","dam_sire_dam_name","dam_dam_sire","dam_dam_sire_phn","dam_dam_sire_name","dam_dam_dam","dam_dam_dam_phn","dam_dam_dam_name","sire_sire_sire_sire","sire_sire_sire_sire_phn","sire_sire_sire_sire_name","sire_sire_sire_dam","sire_sire_sire_dam_phn","sire_sire_sire_dam_name","sire_sire_dam_sire","sire_sire_dam_sire_phn","sire_sire_dam_sire_name","sire_sire_dam_dam","sire_sire_dam_dam_phn","sire_sire_dam_dam_name","dam_sire_sire_sire","dam_sire_sire_sire_phn","dam_sire_sire_sire_name","dam_sire_sire_dam","dam_sire_sire_dam_phn","dam_sire_sire_dam_name","dam_sire_dam_sire","dam_sire_dam_sire_phn","dam_sire_dam_sire_name","dam_sire_dam_dam","dam_sire_dam_dam_phn","dam_sire_dam_dam_name","sire_dam_sire_sire","sire_dam_sire_sire_phn","sire_dam_sire_sire_name","sire_dam_sire_dam","sire_dam_sire_dam_phn","sire_dam_sire_dam_name","sire_dam_dam_sire","sire_dam_dam_sire_phn","sire_dam_dam_sire_name","sire_dam_dam_dam","sire_dam_dam_dam_phn","sire_dam_dam_dam_name","dam_dam_sire_sire","dam_dam_sire_sire_phn","dam_dam_sire_sire_name","dam_dam_sire_dam","dam_dam_sire_dam_phn","dam_dam_sire_dam_name","dam_dam_dam_sire","dam_dam_dam_sire_phn","dam_dam_dam_sire_name","dam_dam_dam_dam","dam_dam_dam_dam_phn","dam_dam_dam_dam_name"
"U341983","M410","ARTESIAN MILAGROS M410","AF1","","FULLBLOOD AKAUSHI BULL","AF251303","K18","ARTESIAN L126 PROSPERA K18","","","","","","","EAF128755","CCCFL0126","BALD RIDGE PROXIMO ","AF21704","7224Z","MCC 7224Z","","","","","","","","","","","","","EAF128751","H0019","BALD RIDGE TAMANINJA","EAF128754","CCCFH0025","BALD RIDGE AISURU","AF109","HB 459","TAMAMARU","AF643","C0383N","HEARTBRAND C0383N","","","","","","","","","","","","","AF109","HB 459","TAMAMARU","EAF128750","C767","KALFC0767","EAF101671","KALFB0125","KALANGA KAJIKARI B0125","EAF128753","KALFC0031","KALANGA F C031","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF123","H0518E","HEARTBRAND H0518E","AF149","S0928J","HEARTBRAND S0928J"
"U341984","M411","ARTESIAN KENDALIA M411","AF1","","FULLBLOOD AKAUSHI BULL","AF197130","4971H","HEARTBRAND 4971H","","","","","","","AF120359","0708F","HEARTBRAND 0708F","AF89103","7345D","HEARTBRAND 7345D","","","","","","","","","","","","","AF61154","3186A","HEARTBRAND RAYMOND REDDINGTON 3186A ET","AF9674","8660W","HEARTBRAND 8660W","AF30264","994Z","HEARTBRAND 994Z","AF16890","0386Y","TWINWOOD 0386Y","","","","","","","","","","","","","AF110","HB 457","SHIGEMARU","AF4629","V5909S","HEARTBRAND V5909S","AF6935","S0132R","HEARTBRAND S0132R","AF4185","T3788S","HEARTBRAND T3788S","","","","","","","","","","","","","AF123","H0518E","HEARTBRAND H0518E","AF2681","S2421R","HEARTBRAND BUCKCHERRY S2421R","AF5640","H5200S","HEARTBRAND H5200S","AF418","S0168M","HEARTBRAND S0168M"
"U341985","M412","ARTESIAN MORGAN M412","AF1","","FULLBLOOD AKAUSHI BULL","AF198103","4999H","HEARTBRAND 4999H","","","","","","","AF50112","3458B","HEARTBRAND 3458B","AF36607","1499A","HEARTBRAND 1499A","","","","","","","","","","","","","AF4533","C4037S","HEARTBRAND CHARLIE C4037S","AF13938","9238X","HEARTBRAND 9238X","AF13834","9134X","HEARTBRAND 9134X","AF8035","V7504U","HEARTBRAND V7504U","","","","","","","","","","","","","AF123","H0518E","HEARTBRAND H0518E","AF141","S0917J","HEARTBRAND S0917J","AF110","HB 457","SHIGEMARU","AF3796","T3308R","HEARTBRAND T3308R","","","","","","","","","","","","","AF6935","S0132R","HEARTBRAND S0132R","AF2387","T2126P","HEARTBRAND T2126P","AF110","HB 457","SHIGEMARU","AF3904","T3400R","HEARTBRAND T3400R"
"U341987","M414","ARTESIAN NATALIA M414","AF1","","FULLBLOOD AKAUSHI BULL","AF217215","5320H","HEARTBRAND 5320H","","","","","","","AF128715","0772F","HEARTBRAND 0772F","AF101927","9416D","HEARTBRAND 9416D","","","","","","","","","","","","","AF79047","5719C","HEARTBRAND 5719C","AF88543","7661D","HEARTBRAND 7661D","AF8464","V7146W","HEARTBRAND V7146W","AF4740","S4205S","HEARTBRAND S4205S","","","","","","","","","","","","","AF24232","589Z","HEARTBRAND CHUCK 589Z","AF24262","645Z","HEARTBRAND 645Z","AF7269","S6386U","HEARTBRAND KC S6386U","AF60651","3175A","HEARTBRAND 3175A ET","","","","","","","","","","","","","AF114","HB502E","BIG AL","AF5061","T4613S","HEARTBRAND T4613S","AF110","HB 457","SHIGEMARU","AF446","T0189M","HEARTBRAND T0189M"
"U341989","M416","ARTESIAN PAIGE M416","AF1","","FULLBLOOD AKAUSHI BULL","AF173156","3553G","HEARTBRAND 3553G","","","","","","","AF18418","9861Y","HEARTBRAND 9861Y","AF10426","9497X","HEARTBRAND 9497X","","","","","","","","","","","","","AF123","H0518E","HEARTBRAND H0518E","AF9209","8482W","HEARTBRAND 8482W","AF5632","S5191S","HEARTBRAND S5191S","AF3135","B2827R","HEARTBRAND B2827R","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF3436","S3105R","HEARTBRAND S3105R","AF1872","T1610P","HEARTBRAND T1610P","","","","","","","","","","","","","AF110","HB 457","SHIGEMARU","AF357","B0094M","HEARTBRAND B0094M","AF114","HB502E","BIG AL","AF142","S0918J","HEARTBRAND S0918J"
"U341990","M417","ARTESIAN ROCHELLE M417","AF1","","FULLBLOOD AKAUSHI BULL","AF168220","3416G","HEARTBRAND 3416G","","","","","","","AF75578","5186C","HEARTBRAND 5186C ET","AF99251","8421D","HEARTBRAND 8421D","","","","","","","","","","","","","AF9730","8675X","HBB PINEHURST 8675X","AF10711","H7667R","HEARTBRAND H7667R","AF40808","2439Z","HEARTBRAND 2439Z","AF3886","S3385R","HEARTBRAND S3385R","","","","","","","","","","","","","AF4462","T3983S","HEARTBRAND T3983S","AF2374","C2113P","HEARTBRAND C2113P","AF107","HB 830","HIKARI","AF6911","S0A96M","HEARTBRAND S0A96M","","","","","","","","","","","","","AF123","H0518E","HEARTBRAND H0518E","AF8176","V7341U","HEARTBRAND JONIE V7341U","AF110","HB 457","SHIGEMARU","AF446","T0189M","HEARTBRAND T0189M"
"U341993","M420","ARTESIAN SIDNEY M420","AF1","","FULLBLOOD AKAUSHI BULL","AF251301","K16","ARTESIAN K16","","","","","","","AF112600","9254E","HEARTBRAND 9254E ET","AF178228","0A15","0A15","","","","","","","","","","","","","AF6971","S5394S","HEARTBRAND JOE S5394S","AF6941","P0395S","HEARTBRAND P0395S","AF67964","82X","ANIMAE / COMMACHE 82X","AF11048","736Y","MCC 736Y","","","","","","","","","","","","","AF110","HB 457","SHIGEMARU","AF263","B0004M","HEARTBRAND B0004M","AF594","C0334N","HEARTBRAND C0334N","AF655","H0395N","HEARTBRAND H0395N","","","","","","","","","","","","","AF11041","725Y","MCC 725Y","AF13782","9082X","HEARTBRAND 9082X","AF4596","H4094S","HEARTBRAND H4094S","AF509","T0225N","HEARTBRAND T0225N"
"U341994","M421","ARTESIAN TATUM M421","AF1","","FULLBLOOD AKAUSHI BULL","AF209879","J10","ARTESIAN J10","","","","","","","AF42320","0704Z","BEEMAN 0704Z","AF21759","7209Z","MCC 7209Z","","","","","","","","","","","","","AF2794","H2530R","HEARTBRAND H2530R","AF3277","S2962R","HEARTBRAND S2962R","AF5789","S5502S","HEARTBRAND S5502S","AF3022","B2728R","HEARTBRAND B2728R","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF142","S0918J","HEARTBRAND S0918J","AF110","HB 457","SHIGEMARU","AF243","S0940L","HEARTBRAND S0940L","","","","","","","","","","","","","AF110","HB 457","SHIGEMARU","AF813","H0554N","HEARTBRAND H0554N","AF114","HB502E","BIG AL","AF6908","S0006L","HEARTBRAND S0006L"
"U341996","M423","ARTESIAN TOYAH M423","AF1","","FULLBLOOD AKAUSHI BULL","AF178218","0A05","0A05","","","","","","","AF67964","82X","ANIMAE / COMMACHE 82X","AF11079","728Y","MCC 728Y","","","","","","","","","","","","","AF11041","725Y","MCC 725Y","AF13782","9082X","HEARTBRAND 9082X","AF110","HB 457","SHIGEMARU","AF146","T0923J","HEARTBRAND T0923J","","","","","","","","","","","","","AF109","HB 459","TAMAMARU","AF2014","S1754P","HEARTBRAND S1754P","AF5112","B4643S","HEARTBRAND B4643S","AF2018","B1758P","HEARTBRAND B1758P","","","","","","","","","","","","","AJ114","TOK 27","DAI-NI 2 SHIGENAMI TOKKYU 27","AJ120","TOK 3357","DAI-YON 4 AKIBARE TOKKYU 3357","AF109","HB 459","TAMAMARU","AF115","T0504E","HEARTBRAND T0504E"
"U341998","M426","ARTESIAN TRINITY M426","AF1","","FULLBLOOD AKAUSHI BULL","AF178224","0A11","0A11","","","","","","","AF67964","82X","ANIMAE / COMMACHE 82X","AF20799","7247Z","HEARTBRAND 7247Z","","","","","","","","","","","","","AF11041","725Y","MCC 725Y","AF13782","9082X","HEARTBRAND 9082X","AF5511","S4961S","HEARTBRAND S4961S","AF339","B0087M","HEARTBRAND B0087M","","","","","","","","","","","","","AF109","HB 459","TAMAMARU","AF2014","S1754P","HEARTBRAND S1754P","AF5112","B4643S","HEARTBRAND B4643S","AF2018","B1758P","HEARTBRAND B1758P","","","","","","","","","","","","","AF110","HB 457","SHIGEMARU","AF263","B0004M","HEARTBRAND B0004M","AF114","HB502E","BIG AL","AF102","FJ351B","NAMIKO"
"U342001","M443","ARTESIAN VICTORIA M443","AF1","","FULLBLOOD AKAUSHI BULL","AF106012","7A07","CROSSWINDS 7A07","","","","","","","AF11041","725Y","MCC 725Y","AF21694","7214Z","MCC 7214Z","","","","","","","","","","","","","AF109","HB 459","TAMAMARU","AF2014","S1754P","HEARTBRAND S1754P","AF123","H0518E","HEARTBRAND H0518E","AF995","S0741N","HEARTBRAND S0741N","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF103","FJ352B","UME","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF105","FJ355B","HARUKO"
"U342002","M447","ARTESIAN WINNIE M447","AF1","","FULLBLOOD AKAUSHI BULL","AF178228","0A15","0A15","","","","","","","AF67964","82X","ANIMAE / COMMACHE 82X","AF11048","736Y","MCC 736Y","","","","","","","","","","","","","AF11041","725Y","MCC 725Y","AF13782","9082X","HEARTBRAND 9082X","AF4596","H4094S","HEARTBRAND H4094S","AF509","T0225N","HEARTBRAND T0225N","","","","","","","","","","","","","AF109","HB 459","TAMAMARU","AF2014","S1754P","HEARTBRAND S1754P","AF5112","B4643S","HEARTBRAND B4643S","AF2018","B1758P","HEARTBRAND B1758P","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF237","T0946L","HEARTBRAND T0946L","AF109","HB 459","TAMAMARU","AF9647","S0543F","HEARTBRAND S0543F"
"U342003","M453","ARTESIAN ALICE M453","AF1","","FULLBLOOD AKAUSHI BULL","AF198121","4987H","HEARTBRAND 4987H","","","","","","","AF79135","6324B","HEARTBRAND WEST COAST 6324B ET","AF68023","5771","MCC5771","","","","","","","","","","","","","AF10053","9006X","HEARTBRAND 9006X CAPTAIN RON","AF5140","C5158S","HEARTBRAND C5158S","AF107","HB 830","HIKARI","AF2666","S2409R","MYERS-COOPER QUEEN S2409R","","","","","","","","","","","","","AF6955","V5133S","HEARTBRAND 5133S","AF2681","S2421R","HEARTBRAND BUCKCHERRY S2421R","AF123","H0518E","HEARTBRAND H0518E","AF756","T0497N","HEARTBRAND T0497N","","","","","","","","","","","","","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AJ117","1KY 92958","KAZUTOMO 1KYU 92958","AF110","HB 457","SHIGEMARU","AF138","B0905J","HEARTBRAND B0905J"
"U342004","M454","ARTESIAN DONNA M454","AF1","","FULLBLOOD AKAUSHI BULL","AF21704","7224Z","MCC 7224Z","","","","","","","AF109","HB 459","TAMAMARU","AF643","C0383N","HEARTBRAND C0383N","","","","","","","","","","","","","AJ125","TOK 96","DAI-GO 5 TAMANAMI TOKKYU 96","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF123","H0518E","HEARTBRAND H0518E","AF149","S0928J","HEARTBRAND S0928J","","","","","","","","","","","","","AJ116","KO 70","TAMANAMI KO 70","AJ133","KO 2030","FUJIMITSU KO 2030","AJ093","KO 71","DAI-SAN 3 MITSUMARU KO 71","AJ123","TOK 14289","DAI-HICHI 7 MARUNAMI TOK 14289","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF101","FJ461Z","DAI-HACHI 8 MARUNAMI","AF110","HB 457","SHIGEMARU","AF103","FJ352B","UME"
"U342006","M457","ARTESIAN HENRIETTA M457","AF1","","FULLBLOOD AKAUSHI BULL","AF251300","K15","ARTESIAN K15","","","","","","","AF112600","9254E","HEARTBRAND 9254E ET","AF11048","736Y","MCC 736Y","","","","","","","","","","","","","AF6971","S5394S","HEARTBRAND JOE S5394S","AF6941","P0395S","HEARTBRAND P0395S","AF4596","H4094S","HEARTBRAND H4094S","AF509","T0225N","HEARTBRAND T0225N","","","","","","","","","","","","","AF110","HB 457","SHIGEMARU","AF263","B0004M","HEARTBRAND B0004M","AF594","C0334N","HEARTBRAND C0334N","AF655","H0395N","HEARTBRAND H0395N","","","","","","","","","","","","","AF107","HB 830","HIKARI","AF237","T0946L","HEARTBRAND T0946L","AF109","HB 459","TAMAMARU","AF9647","S0543F","HEARTBRAND S0543F"
"U342008","M461","ARTESIAN LAVON M461","AF1","","FULLBLOOD AKAUSHI BULL","AF197037","5085H","HEARTBRAND 5085H","","","","","","","AF88695","6684C","HEARTBRAND TRUMP 6684C ET","AF51073","3786B","HEARTBRAND 3786B","","","","","","","","","","","","","AF4533","C4037S","HEARTBRAND CHARLIE C4037S","AF52177","2636A","HEARTBRAND 2636A","AF107","HB 830","HIKARI","AF19758","83Y","HEARTBRAND 83Y","","","","","","","","","","","","","AF123","H0518E","HEARTBRAND H0518E","AF141","S0917J","HEARTBRAND S0917J","AF114","HB502E","BIG AL","AF1140","S0880N","HEARTBRAND S0880N","","","","","","","","","","","","","AJ110","KO 76","DAI-JU 10 MITSUMARU KO 76","AJ117","1KY 92958","KAZUTOMO 1KYU 92958","AF5789","S5502S","HEARTBRAND S5502S","AF1210","T0953P","HEARTBRAND T0953P"
